1,11,2014,0,1.984319981,28.16896413,0
1,11,2014,0.25,1.984319981,28.16896413,0
1,11,2014,0.5,1.984319981,28.16896413,0
1,11,2014,0.75,1.984319981,28.16896413,0
1,11,2014,1,1.984319981,28.16896413,0
1,11,2014,1.25,1.984319981,28.16896413,0
1,11,2014,1.5,1.984319981,28.16896413,0
1,11,2014,1.75,1.984319981,28.16896413,0
1,11,2014,2,1.984319981,28.16896413,0
1,11,2014,2.25,1.984319981,28.16896413,0
1,11,2014,2.5,1.984319981,28.16896413,0
1,11,2014,2.75,1.984319981,28.16896413,0
1,11,2014,3,1.984319981,28.16896413,0
1,11,2014,3.25,1.984319981,28.16896413,0
1,11,2014,3.5,1.984319981,28.16896413,0
1,11,2014,3.75,1.984319981,28.16896413,0
1,11,2014,4,1.984319981,28.16896413,0
1,11,2014,4.25,1.984319981,28.16896413,0
1,11,2014,4.5,1.984319981,28.16896413,0
1,11,2014,4.75,1.984319981,28.16896413,0
1,11,2014,5,1.984319981,28.16896413,0
1,11,2014,5.25,1.984319981,28.16896413,0
1,11,2014,5.5,1.984319981,28.16896413,0
1,11,2014,5.75,1.984319981,28.16896413,0
1,11,2014,6,1.984319981,28.16896413,0
1,11,2014,6.25,1.984319981,28.16896413,0
1,11,2014,6.5,1.984319981,28.16896413,0
1,11,2014,6.75,1.984319981,28.16896413,0
1,11,2014,7,1.984319981,28.16896413,0
1,11,2014,7.25,1.984319981,28.16896413,0
1,11,2014,7.5,1.984319981,28.16896413,0
1,11,2014,7.75,1.984319981,28.16896413,0
1,11,2014,8,1.984319981,28.16896413,0
1,11,2014,8.25,1.984319981,28.16896413,0
1,11,2014,8.5,1.98431998,28.16896413,0
1,11,2014,8.75,1.98432014,28.16896417,0
1,11,2014,9,1.984344825,28.16895942,0
1,11,2014,9.25,1.966541643,28.16545278,17.46666667
1,11,2014,9.5,2.33938663,28.13399048,247.8
1,11,2014,9.75,2.623440011,28.74541829,336.9333333
1,11,2014,10,2.605686633,29.66647847,365.5333333
1,11,2014,10.25,2.960753377,29.86317647,406.4
1,11,2014,10.5,2.871986675,30.78529104,517.4666667
1,11,2014,10.75,2.729960012,31.02909597,447.6666667
1,11,2014,11,2.534673293,30.97826233,396.9333333
1,11,2014,11.25,2.836479998,31.6738032,455.9333333
1,11,2014,11.5,2.534673301,31.42519277,411.2666667
1,11,2014,11.75,2.25062,31.31439463,386.5333333
1,11,2014,12,2.357139985,31.9331838,488.5333333
1,11,2014,12.25,1.84229331,31.83607534,335
1,11,2014,12.5,1.948813295,31.95576731,422.9333333
1,11,2014,12.75,1.877799972,32.3911794,416.9333333
1,11,2014,13,2.037579974,32.3124115,391.6
1,11,2014,13.25,2.05533332,32.93512726,532.4666667
1,11,2014,13.5,2.073086611,32.93095957,499.3333333
1,11,2014,13.75,1.984319989,33.24734192,468.3333333
1,11,2014,14,1.753526632,33.46696981,426.4
1,11,2014,14.25,1.931059957,33.80986837,398.6
1,11,2014,14.5,1.771279979,33.73973592,369.4
1,11,2014,14.75,1.185420005,33.54783936,264.5333333
1,11,2014,15,1.274186661,33.802948,305.8666667
1,11,2014,15.25,1.373605342,33.64265788,256.9333333
1,11,2014,15.5,1.487226669,33.54106649,227.3333333
1,11,2014,15.75,1.238679989,33.4010966,186.1333333
1,11,2014,16,1.309693289,32.94732056,156.8666667
1,11,2014,16.25,1.167666674,32.45065002,114.5333333
1,11,2014,16.5,0.932459144,31.60639307,76.99683367
1,11,2014,16.75,1.025639995,31.43851929,82
1,11,2014,17,0.936873357,30.74720815,53.66666667
1,11,2014,17.25,0.812600017,30.00127818,27.53333333
1,11,2014,17.5,0.564053361,28.98222046,9.666666667
1,11,2014,17.75,0.280000001,27.82402649,2.133333333
1,11,2014,18,0.280000001,27.12061717,2
1,11,2014,18.25,0.280000001,26.13501027,2
1,11,2014,18.5,0.333260012,25.60112508,2
1,11,2014,18.75,0.280000001,25.23669586,2
1,11,2014,19,0.280000001,24.51777445,1.866666667
1,11,2014,19.25,0.280000001,23.82871552,1.8
1,11,2014,19.5,0.280000001,23.31580887,1.8
1,11,2014,19.75,0.280000001,23.3255071,1.2
1,11,2014,20,0.280000001,23.05706711,1.4
1,11,2014,20.25,0.280000001,22.74946925,1.8
